zone,prop_type,listing_type,furnishing,bhk,area,bathrooms,age,amenities_count,floor,total_floors,has_metro,price
Undri,apartment,rent,unfurnished,2,1069,2,16,4,3,9,0,26600
Hinjewadi,apartment,sale,semi-furnished,2,968,2,11,2,1,7,1,7322500
Viman Nagar,apartment,rent,unfurnished,2,1232,2,11,7,8,8,1,41200
Camp,apartment,sale,semi-furnished,5,1807,5,13,4,6,13,0,23717500
Hinjewadi,apartment,rent,fully-furnished,3,1513,3,24,6,7,12,1,87500
Magarpatta,house,sale,semi-furnished,1,575,1,12,6,12,14,0,5142200
Hinjewadi,apartment,sale,unfurnished,1,803,1,26,5,2,11,1,3907900
Hinjewadi,house,sale,semi-furnished,2,1085,2,9,1,3,5,1,8838300
Kothrud,apartment,rent,semi-furnished,3,1319,3,9,7,1,2,1,79100
Pisoli,apartment,sale,unfurnished,2,1162,2,22,0,16,18,0,4038100
Kharadi,studio,sale,fully-furnished,1,463,1,2,5,5,13,1,4731900
Pimple Saudagar,apartment,rent,unfurnished,3,1456,3,1,0,3,12,0,51800
Kalyani Nagar,plot,rent,semi-furnished,0,4825,1,23,5,0,1,0,199500
Koregaon Park,apartment,rent,semi-furnished,3,1253,3,0,7,11,12,0,92300
Bavdhan,apartment,sale,unfurnished,2,1155,2,4,2,12,16,0,7959300
Kothrud,apartment,sale,fully-furnished,3,1812,3,6,5,5,5,1,26954600
Pashan,apartment,rent,fully-furnished,1,970,1,0,3,6,16,0,21200
Shivajinagar,commercial,rent,unfurnished,0,5143,1,19,7,0,1,1,506700
Baner,apartment,sale,fully-furnished,2,1040,2,9,7,10,13,1,12359700
Baner,apartment,rent,unfurnished,4,1759,4,8,1,4,4,1,125600
Kothrud,apartment,rent,fully-furnished,3,1257,3,18,3,9,13,1,97100
Koregaon Park,apartment,sale,fully-furnished,3,1304,3,29,6,0,4,0,15424800
Balewadi,apartment,rent,fully-furnished,2,883,2,23,6,3,7,0,48800
Kondhwa,apartment,sale,semi-furnished,1,416,1,28,0,4,8,0,1896500
Pimple Saudagar,apartment,sale,semi-furnished,1,1005,1,25,2,7,8,0,4972800
Wagholi,plot,sale,unfurnished,0,3046,1,27,1,0,1,0,6824200
Bavdhan,apartment,sale,unfurnished,2,1224,2,14,3,1,2,0,6741900
Kothrud,apartment,rent,unfurnished,3,1462,3,28,4,6,18,1,88300
Baner,apartment,sale,semi-furnished,3,1308,3,13,1,2,2,1,12505600
Pimpri,studio,rent,unfurnished,1,550,1,14,4,5,6,0,17600
Baner,apartment,rent,semi-furnished,4,1631,4,0,3,6,15,1,147600
Pimple Saudagar,apartment,rent,unfurnished,2,1289,2,21,4,0,3,0,35800
Wagholi,apartment,sale,unfurnished,2,834,2,20,5,1,6,0,3115900
Pimple Saudagar,apartment,rent,unfurnished,3,1479,3,10,2,1,8,0,60800
Koregaon Park,apartment,sale,unfurnished,3,1328,3,21,6,7,8,0,17226900
Hinjewadi,commercial,sale,fully-furnished,0,1431,1,24,5,0,1,1,16160700
Pashan,villa,sale,unfurnished,2,2739,2,6,5,4,9,0,27127000
Kharadi,house,sale,fully-furnished,1,473,1,22,4,6,8,1,3880300
Bavdhan,house,sale,unfurnished,2,1019,2,0,1,3,6,0,7309400
Undri,plot,rent,semi-furnished,0,1224,1,9,5,0,1,0,33900
Wakad,villa,sale,semi-furnished,3,2834,3,27,5,7,15,1,21558700
Kothrud,apartment,sale,unfurnished,3,1341,3,3,4,8,10,1,14903800
Aundh,commercial,rent,unfurnished,0,4028,1,28,5,0,1,1,470900
Pashan,apartment,sale,unfurnished,2,1041,2,13,4,4,9,0,6063900
Baner,studio,sale,fully-furnished,1,535,1,30,7,2,2,1,4026400
Hadapsar,apartment,sale,semi-furnished,4,1531,4,10,4,7,14,0,10615100
Hinjewadi,plot,rent,semi-furnished,0,3447,1,21,3,0,1,1,105200
Undri,apartment,sale,fully-furnished,3,1527,3,26,5,12,16,0,10553200
Viman Nagar,apartment,sale,semi-furnished,5,1782,5,10,5,16,17,1,28381600
Magarpatta,apartment,rent,semi-furnished,2,881,2,2,1,1,2,0,25400
Pimple Saudagar,plot,sale,unfurnished,0,3423,1,14,5,0,1,0,16013600
Baner,studio,rent,semi-furnished,1,508,1,27,2,6,7,1,36900
Chinchwad,plot,sale,semi-furnished,0,1126,1,11,2,0,1,0,4799800
Chinchwad,commercial,sale,unfurnished,0,4542,1,1,0,0,1,0,26897800
Bavdhan,apartment,rent,fully-furnished,1,623,1,6,1,4,10,0,17300
Hinjewadi,commercial,rent,unfurnished,0,689,1,3,3,0,1,1,50300
Undri,apartment,rent,fully-furnished,4,1900,4,4,1,9,12,0,109100
Chinchwad,apartment,sale,semi-furnished,3,1311,3,26,3,3,4,0,8305000
Aundh,apartment,sale,semi-furnished,3,1540,3,17,1,4,15,1,13462700
Wakad,villa,rent,fully-furnished,3,1284,3,28,4,1,7,1,236600
Pashan,apartment,rent,semi-furnished,3,1144,3,4,7,2,3,0,68700
Chinchwad,apartment,sale,unfurnished,2,775,2,23,5,5,5,0,3381100
Wakad,studio,sale,semi-furnished,1,393,1,0,3,2,7,1,3848500
Camp,apartment,rent,unfurnished,2,1015,2,13,5,1,7,0,35300
Magarpatta,commercial,rent,semi-furnished,0,756,1,8,1,0,1,0,114700
Hinjewadi,plot,sale,semi-furnished,0,3991,1,18,1,0,1,1,24966800
Wakad,villa,rent,fully-furnished,3,2819,3,16,2,2,2,1,739100
Baner,plot,rent,semi-furnished,0,4050,1,31,4,0,1,1,153200
Wagholi,apartment,rent,unfurnished,5,1664,5,0,4,0,7,0,97600
Aundh,villa,rent,unfurnished,2,3132,2,20,2,4,6,1,785200
Magarpatta,apartment,rent,fully-furnished,2,920,2,25,4,3,10,0,44500
Kalyani Nagar,studio,sale,semi-furnished,1,581,1,7,10,0,2,0,6615900
Undri,apartment,rent,unfurnished,3,938,3,19,4,4,8,0,42300
Shivajinagar,house,rent,semi-furnished,3,1643,3,2,10,2,4,1,140000
Wakad,studio,sale,unfurnished,1,518,1,11,6,5,8,1,5048200
Aundh,plot,rent,unfurnished,0,3458,1,2,6,0,1,1,140700
Hinjewadi,studio,rent,unfurnished,1,409,1,19,2,3,22,1,12300
Viman Nagar,apartment,sale,semi-furnished,3,1480,3,9,2,4,13,1,13331500
Baner,studio,sale,semi-furnished,1,506,1,2,5,1,4,1,6100700
Kondhwa,plot,sale,semi-furnished,0,807,1,25,4,0,1,0,3578000
Wakad,apartment,sale,fully-furnished,3,1548,3,14,7,4,4,1,15972900
Wakad,apartment,sale,semi-furnished,1,850,1,20,5,7,7,1,6683300
Balewadi,apartment,sale,semi-furnished,2,1265,2,31,7,4,7,0,9953800
Viman Nagar,apartment,sale,semi-furnished,2,1120,2,9,5,3,8,1,11295100
Shivajinagar,villa,rent,unfurnished,4,3458,4,25,6,0,15,1,589000
Aundh,apartment,sale,unfurnished,3,1363,3,5,5,0,12,1,13762800
Aundh,house,rent,fully-furnished,3,1357,3,16,7,2,6,1,111900
Koregaon Park,apartment,rent,unfurnished,3,1616,3,31,7,14,15,0,103900
Viman Nagar,plot,sale,fully-furnished,0,4016,1,12,8,0,1,1,45884800
Kharadi,apartment,sale,semi-furnished,1,480,1,3,5,5,12,1,4781600
Pimple Saudagar,villa,sale,semi-furnished,2,2361,2,12,5,1,9,0,25325600
Wakad,studio,rent,semi-furnished,1,488,1,24,2,7,15,1,24100
Kharadi,apartment,rent,fully-furnished,1,623,1,16,6,2,10,1,25000
Kondhwa,apartment,rent,fully-furnished,5,1984,5,4,2,9,12,0,162100
Pimpri,apartment,rent,unfurnished,4,1438,4,0,5,14,17,0,76800
Chinchwad,studio,sale,fully-furnished,1,412,1,29,4,7,8,0,2349500
Kothrud,apartment,sale,fully-furnished,3,1319,3,4,2,2,4,1,15627500
Undri,apartment,rent,semi-furnished,4,1674,4,3,4,1,2,0,65000
Wakad,apartment,sale,fully-furnished,3,1328,3,22,7,6,10,1,15160400
Baner,apartment,sale,semi-furnished,1,571,1,28,7,10,17,1,4035500
Kalyani Nagar,apartment,sale,semi-furnished,1,554,1,21,7,6,9,0,6046200
Hinjewadi,house,rent,semi-furnished,4,1518,4,8,4,2,13,1,124400
Viman Nagar,studio,rent,unfurnished,1,566,1,12,6,5,13,1,24700
Pashan,villa,rent,unfurnished,3,2293,3,3,2,2,18,0,494100
Kharadi,studio,rent,semi-furnished,1,559,1,5,0,3,6,1,22400
Hadapsar,apartment,rent,unfurnished,1,541,1,5,2,13,14,0,11500
Pimple Saudagar,apartment,sale,fully-furnished,3,1106,3,23,2,5,15,0,8475300
Baner,house,sale,unfurnished,2,885,2,5,7,7,19,1,10159400
Kothrud,apartment,sale,semi-furnished,1,482,1,20,7,0,2,1,4086600
Viman Nagar,apartment,sale,fully-furnished,3,1104,3,7,8,0,9,1,17409600
Undri,house,rent,semi-furnished,4,1765,4,23,4,5,10,0,101600
Hinjewadi,studio,sale,fully-furnished,1,420,1,1,3,15,17,1,5033100
Balewadi,studio,rent,unfurnished,1,517,1,9,2,4,7,0,22200
Hinjewadi,house,sale,semi-furnished,2,1137,2,20,2,3,13,1,6568400
Pimple Saudagar,villa,rent,fully-furnished,2,2787,2,19,6,5,8,0,483200
Magarpatta,apartment,rent,unfurnished,2,822,2,3,3,1,14,0,32800
Wakad,studio,sale,semi-furnished,1,448,1,1,7,13,14,1,4544900
Hadapsar,villa,sale,unfurnished,3,2096,3,19,1,8,16,0,11067200
Aundh,villa,sale,unfurnished,1,2394,1,10,5,2,2,1,28851200
Kharadi,apartment,sale,unfurnished,4,1501,4,8,6,2,2,1,14544300
Baner,apartment,sale,semi-furnished,2,1137,2,22,4,9,14,1,8618200
Boat Club Road,studio,sale,unfurnished,1,480,1,27,10,3,8,0,5368200
Hadapsar,apartment,sale,semi-furnished,4,1787,4,22,2,1,2,0,11675000
Undri,house,sale,semi-furnished,3,1272,3,29,0,8,10,0,6868400
Pimpri,house,sale,semi-furnished,3,1562,3,14,3,2,2,0,10573500
Aundh,apartment,rent,unfurnished,3,895,3,23,7,10,16,1,63300
Viman Nagar,apartment,sale,semi-furnished,2,589,2,11,2,5,11,1,6000500
Undri,commercial,rent,unfurnished,0,2963,1,1,6,0,1,0,214700
Magarpatta,apartment,sale,semi-furnished,1,841,1,25,5,9,10,0,6254600
Wanowrie,apartment,rent,unfurnished,2,1300,2,20,2,4,6,0,58500
Kondhwa,studio,rent,fully-furnished,1,461,1,8,4,1,5,0,15700
Koregaon Park,studio,sale,unfurnished,1,348,1,29,6,15,16,0,3624300
Hinjewadi,apartment,rent,semi-furnished,3,1349,3,20,1,4,5,1,65400
Viman Nagar,apartment,sale,semi-furnished,4,1777,4,21,9,0,10,1,20389500
Chinchwad,plot,sale,semi-furnished,0,2999,1,23,2,0,1,0,10947600
Bavdhan,commercial,sale,semi-furnished,0,1823,1,5,2,0,1,0,11795900
Pimpri,commercial,rent,semi-furnished,0,2274,1,28,6,0,1,0,144700
Viman Nagar,house,rent,semi-furnished,2,1198,2,15,7,2,6,1,69000
Kalyani Nagar,studio,sale,semi-furnished,1,509,1,30,2,2,7,0,4387700
Wagholi,apartment,sale,semi-furnished,4,1728,4,9,3,1,7,0,10026600
Kharadi,plot,sale,unfurnished,0,2160,1,26,4,0,1,1,7363500
Hinjewadi,apartment,rent,unfurnished,4,1851,4,18,1,0,5,1,108800
Pimple Saudagar,house,rent,semi-furnished,2,1337,2,13,3,7,12,0,52200
Magarpatta,studio,sale,semi-furnished,1,392,1,11,7,2,2,0,3996600
Baner,apartment,sale,semi-furnished,4,1486,4,25,1,4,9,1,12570200
Kalyani Nagar,apartment,sale,semi-furnished,4,1783,4,22,5,2,2,0,23804300
Bavdhan,apartment,sale,semi-furnished,3,1211,3,14,3,0,2,0,8709000
Pimple Saudagar,apartment,rent,semi-furnished,2,914,2,2,2,1,2,0,32100
Kharadi,house,sale,fully-furnished,2,1070,2,12,3,3,12,1,9740900
Viman Nagar,commercial,rent,semi-furnished,0,2963,1,8,6,0,1,1,434300
Hadapsar,apartment,sale,fully-furnished,2,941,2,13,1,2,2,0,7536200
Koregaon Park,apartment,sale,fully-furnished,2,1197,2,14,3,5,7,0,16317700
Magarpatta,villa,sale,unfurnished,3,2332,3,11,3,6,11,0,23834300
Kalyani Nagar,apartment,sale,semi-furnished,1,553,1,28,7,0,9,0,5217300
Chinchwad,villa,sale,semi-furnished,2,3116,2,26,1,1,2,0,16461000
Pashan,apartment,sale,semi-furnished,2,724,2,12,6,8,11,0,5651000
Aundh,villa,sale,fully-furnished,4,2956,4,8,3,12,13,1,38352100
Pimple Saudagar,plot,sale,semi-furnished,0,3868,1,5,5,0,1,0,16004800
Shivajinagar,villa,rent,unfurnished,2,2555,2,9,5,1,10,1,511900
Pimple Saudagar,house,rent,semi-furnished,3,1406,3,28,1,10,11,0,62600
Camp,house,sale,semi-furnished,4,1558,4,14,4,1,8,0,17410900
Bavdhan,villa,sale,unfurnished,3,3553,3,29,3,8,18,0,20683200
Pimpri,apartment,sale,semi-furnished,3,1111,3,7,5,5,14,0,8442200
Undri,plot,sale,fully-furnished,0,4561,1,28,2,0,1,0,22930500
Baner,villa,sale,unfurnished,3,2967,3,12,4,7,7,1,26578200
Undri,villa,rent,semi-furnished,4,2590,4,8,4,1,13,0,470400
Kharadi,villa,sale,fully-furnished,2,2505,2,5,2,1,2,1,28073700
Bavdhan,apartment,sale,unfurnished,1,389,1,10,0,8,11,0,1899200
Aundh,apartment,rent,semi-furnished,1,599,1,28,4,9,10,1,25800
Magarpatta,apartment,rent,unfurnished,2,856,2,13,2,13,13,0,17800
Hinjewadi,house,rent,semi-furnished,2,986,2,15,0,3,4,1,25500
Viman Nagar,apartment,sale,semi-furnished,4,2161,4,12,5,3,13,1,28381000
Wanowrie,house,sale,semi-furnished,2,1106,2,22,3,6,17,0,6972200
Chinchwad,villa,rent,semi-furnished,1,2311,1,4,0,12,14,0,250200
Wakad,apartment,rent,semi-furnished,2,1214,2,25,6,13,17,1,32200
Pimpri,apartment,rent,fully-furnished,3,1540,3,25,0,5,19,0,55500
Kharadi,commercial,sale,fully-furnished,0,2640,1,25,6,0,1,1,20978200
Undri,apartment,rent,unfurnished,2,860,2,31,6,2,4,0,27900
Hadapsar,apartment,rent,semi-furnished,2,854,2,16,0,1,7,0,19800
Magarpatta,apartment,sale,unfurnished,4,1943,4,10,4,3,6,0,18158800
Aundh,studio,sale,semi-furnished,1,600,1,15,3,3,6,1,5355200
Balewadi,house,rent,semi-furnished,4,1352,4,23,6,2,2,0,133300
Hinjewadi,apartment,rent,semi-furnished,3,1345,3,0,3,2,13,1,55500
Kothrud,apartment,sale,semi-furnished,3,1156,3,13,5,4,7,1,13225600
Kalyani Nagar,villa,sale,unfurnished,3,2399,3,15,6,6,7,0,27278000
Kharadi,apartment,rent,semi-furnished,2,832,2,10,2,4,10,1,32600
Chinchwad,apartment,sale,fully-furnished,3,1118,3,23,1,6,13,0,5606900
Pashan,commercial,rent,semi-furnished,0,4531,1,20,2,0,1,0,349100
Hadapsar,plot,sale,fully-furnished,0,3620,1,4,2,0,1,0,22994800
Wakad,apartment,rent,semi-furnished,4,1861,4,12,2,7,7,1,110400
Hinjewadi,studio,sale,unfurnished,1,519,1,20,4,3,11,1,3024400
Balewadi,apartment,rent,fully-furnished,2,904,2,11,4,3,14,0,48000
Bavdhan,apartment,sale,semi-furnished,3,1592,3,11,5,0,7,0,10148200
Hinjewadi,villa,sale,unfurnished,3,3276,3,7,4,3,6,1,33399300
Aundh,house,rent,fully-furnished,2,907,2,2,4,0,15,1,48300
Magarpatta,studio,sale,semi-furnished,1,736,1,31,3,7,7,0,4990000
Kothrud,apartment,sale,unfurnished,2,1067,2,0,2,3,11,1,10079900
Pimpri,apartment,rent,semi-furnished,2,938,2,1,3,14,16,0,18700
Baner,apartment,sale,fully-furnished,3,783,3,27,6,3,10,1,7575800
Baner,apartment,rent,unfurnished,1,389,1,7,5,2,9,1,19400
Wakad,apartment,rent,semi-furnished,2,895,2,0,7,6,13,1,31100
Wanowrie,apartment,rent,semi-furnished,4,1557,4,5,4,2,9,0,111900
Kalyani Nagar,house,rent,semi-furnished,2,747,2,18,6,6,13,0,56700
Baner,apartment,rent,unfurnished,3,1455,3,1,6,4,14,1,78400
Baner,apartment,sale,fully-furnished,3,1152,3,4,7,2,6,1,15003700
Kondhwa,villa,rent,unfurnished,3,2628,3,3,2,0,18,0,355000
Undri,villa,rent,unfurnished,2,2369,2,30,4,4,17,0,315500
Kharadi,apartment,sale,unfurnished,3,1395,3,3,9,2,11,1,12224900
Kondhwa,apartment,sale,semi-furnished,2,1040,2,31,5,0,2,0,5315700
Hadapsar,house,sale,semi-furnished,2,1109,2,1,5,8,17,0,8208700
Koregaon Park,apartment,sale,unfurnished,2,1172,2,14,5,5,7,0,12868000
Viman Nagar,apartment,rent,unfurnished,2,921,2,6,8,2,8,1,42600
Kharadi,apartment,sale,fully-furnished,1,795,1,8,2,6,14,1,6797100
Baner,plot,rent,fully-furnished,0,2318,1,22,2,0,1,1,99800
Wagholi,apartment,rent,unfurnished,2,919,2,9,2,4,6,0,16400
Aundh,apartment,rent,unfurnished,3,1392,3,14,1,16,19,1,70100
Pisoli,villa,sale,semi-furnished,2,2373,2,11,0,3,12,0,14312900
Wakad,studio,rent,fully-furnished,1,402,1,15,9,3,16,1,20600
Kharadi,apartment,sale,unfurnished,3,1566,3,17,3,1,16,1,12494400
Boat Club Road,apartment,rent,unfurnished,2,1113,2,14,5,1,10,0,60300
Wagholi,apartment,rent,semi-furnished,2,1142,2,19,4,7,13,0,30700
Aundh,apartment,sale,fully-furnished,3,1244,3,24,8,1,5,1,12683300
Koregaon Park,house,sale,unfurnished,2,992,2,27,7,16,16,0,9832800
Bavdhan,apartment,sale,semi-furnished,2,1005,2,23,3,0,17,0,5702600
Magarpatta,house,sale,fully-furnished,2,1087,2,28,4,0,6,0,6598600
Koregaon Park,house,rent,unfurnished,1,955,1,13,7,8,11,0,36200
Pimple Saudagar,house,sale,semi-furnished,3,1350,3,22,2,1,5,0,8386200
Hinjewadi,apartment,rent,fully-furnished,2,999,2,16,3,6,12,1,51200
Viman Nagar,villa,sale,unfurnished,5,3116,5,22,7,4,7,1,34144600
Pisoli,commercial,sale,semi-furnished,0,5912,1,17,0,0,1,0,49434900
Chinchwad,apartment,rent,semi-furnished,4,1530,4,9,3,2,8,0,67300
Shivajinagar,house,rent,unfurnished,1,815,1,16,3,2,6,1,30000
Baner,studio,rent,fully-furnished,1,585,1,30,4,2,10,1,31000
Wakad,apartment,rent,semi-furnished,2,1071,2,7,3,1,8,1,39800
Chinchwad,commercial,rent,unfurnished,0,1497,1,31,4,0,1,0,77300
Pimple Saudagar,apartment,rent,semi-furnished,1,723,1,23,2,7,14,0,14900
Kondhwa,house,rent,semi-furnished,3,1328,3,31,2,1,4,0,52700
Balewadi,apartment,rent,unfurnished,2,923,2,31,6,1,2,0,41900
Baner,apartment,rent,semi-furnished,1,503,1,6,6,0,2,1,25000
Chinchwad,commercial,sale,semi-furnished,0,2264,1,14,0,0,1,0,10656600
Bavdhan,studio,sale,fully-furnished,1,442,1,22,0,1,2,0,2607900
Shivajinagar,apartment,sale,semi-furnished,1,523,1,25,8,5,8,1,5661400
Kharadi,apartment,sale,semi-furnished,3,1152,3,17,1,0,5,1,8468700
Pimple Saudagar,apartment,sale,fully-furnished,3,1595,3,15,6,1,10,0,15647800
Chinchwad,plot,sale,semi-furnished,0,1295,1,25,3,0,1,0,4621200
Magarpatta,apartment,sale,fully-furnished,4,1558,4,20,5,3,10,0,16451700
Hinjewadi,apartment,sale,fully-furnished,3,1007,3,2,4,1,2,1,10426100
Wagholi,villa,rent,semi-furnished,1,2389,1,23,2,1,3,0,318300
Baner,apartment,rent,unfurnished,2,848,2,0,5,3,8,1,33000
Pimple Saudagar,apartment,sale,fully-furnished,2,1094,2,30,3,2,8,0,6341900
Wanowrie,apartment,sale,semi-furnished,1,870,1,29,2,2,2,0,4517300
Shivajinagar,apartment,rent,fully-furnished,2,1116,2,22,5,2,2,1,39700
Magarpatta,house,sale,semi-furnished,4,1669,4,24,6,2,10,0,16757100
Chinchwad,apartment,sale,fully-furnished,1,440,1,28,3,1,21,0,2134700
Wakad,apartment,sale,semi-furnished,1,397,1,1,3,1,14,1,3114800
Kothrud,apartment,sale,fully-furnished,3,1122,3,18,5,1,17,1,10338600
Hinjewadi,apartment,sale,semi-furnished,4,1728,4,14,4,0,5,1,14854300
Chinchwad,house,rent,unfurnished,2,969,2,28,1,0,5,0,22600
Wagholi,apartment,sale,unfurnished,3,1415,3,29,2,1,3,0,6090400
Kharadi,apartment,rent,fully-furnished,3,1254,3,27,5,0,13,1,50900
Wakad,apartment,rent,unfurnished,4,1818,4,18,7,11,11,1,146100
Viman Nagar,commercial,sale,fully-furnished,0,1519,1,30,6,0,1,1,18112300
Aundh,villa,rent,semi-furnished,2,2362,2,3,7,7,13,1,299700
Pashan,apartment,rent,unfurnished,2,1251,2,20,3,1,2,0,34900
Kothrud,apartment,sale,semi-furnished,3,1635,3,29,4,6,9,1,13877600
Kharadi,apartment,sale,fully-furnished,2,847,2,5,4,1,2,1,9606000
Baner,plot,rent,fully-furnished,0,2882,1,16,3,0,1,1,67800
Magarpatta,apartment,sale,fully-furnished,1,597,1,3,7,0,9,0,5942800
Viman Nagar,commercial,rent,semi-furnished,0,1162,1,12,5,0,1,1,73500
Shivajinagar,studio,sale,unfurnished,1,543,1,27,8,1,19,1,4500100
Kharadi,commercial,sale,semi-furnished,0,5912,1,27,2,0,1,1,28498300
Bavdhan,villa,sale,fully-furnished,3,3264,3,23,4,2,10,0,27959200
Kharadi,commercial,sale,fully-furnished,0,4100,1,13,5,0,1,1,20198700
Kothrud,apartment,rent,fully-furnished,2,799,2,22,8,7,22,1,52400
Kharadi,apartment,sale,semi-furnished,2,1120,2,7,2,3,8,1,9859700
Hinjewadi,house,sale,semi-furnished,2,728,2,11,6,4,14,1,4917900
Hadapsar,house,rent,fully-furnished,3,1139,3,31,2,14,15,0,49400
Kondhwa,apartment,sale,fully-furnished,2,939,2,28,2,5,8,0,4934600
Kondhwa,apartment,sale,fully-furnished,4,1670,4,7,0,1,16,0,11360700
Kothrud,villa,sale,semi-furnished,3,4641,3,21,3,4,4,1,49804900
Bavdhan,apartment,sale,unfurnished,2,1020,2,25,5,12,13,0,6113900
Wakad,house,sale,unfurnished,2,1017,2,19,4,11,20,1,6417000
Balewadi,apartment,sale,semi-furnished,3,1178,3,22,1,0,9,0,7642900
Wagholi,apartment,sale,unfurnished,2,1151,2,2,4,3,7,0,5643800
Baner,studio,rent,semi-furnished,1,491,1,1,8,1,21,1,29500
Aundh,apartment,rent,semi-furnished,3,1128,3,5,6,11,12,1,91800
Baner,apartment,sale,unfurnished,2,1028,2,5,5,3,14,1,8519000
Kondhwa,house,sale,semi-furnished,2,1346,2,26,2,5,5,0,6214800
Undri,studio,rent,semi-furnished,1,688,1,27,4,6,9,0,12800
Kharadi,apartment,sale,semi-furnished,2,806,2,5,5,5,12,1,7543600
Wakad,plot,rent,unfurnished,0,2524,1,9,3,0,1,1,58700
Undri,apartment,sale,unfurnished,1,549,1,31,5,1,2,0,2419700
Kothrud,villa,rent,unfurnished,2,3485,2,4,6,5,9,1,694400
Bavdhan,commercial,sale,semi-furnished,0,3538,1,28,0,0,1,0,16552600
Kothrud,villa,rent,unfurnished,2,2688,2,5,4,5,10,1,447200
Undri,apartment,rent,unfurnished,2,1102,2,7,3,7,9,0,22200
Kothrud,apartment,rent,unfurnished,2,774,2,6,1,1,2,1,32100
Viman Nagar,apartment,rent,unfurnished,3,1284,3,3,2,14,16,1,74300
Viman Nagar,house,rent,semi-furnished,3,1104,3,10,7,7,8,1,77300
Kothrud,plot,sale,semi-furnished,0,2891,1,8,2,0,1,1,13334400
Hinjewadi,commercial,rent,semi-furnished,0,2002,1,11,7,0,1,1,333200
Kothrud,house,rent,unfurnished,2,928,2,20,2,8,18,1,37300
Koregaon Park,apartment,rent,fully-furnished,2,1100,2,15,6,5,8,0,65200
Undri,apartment,sale,unfurnished,2,936,2,17,1,12,20,0,4433800
Pimple Saudagar,apartment,sale,semi-furnished,2,917,2,16,0,7,8,0,5880200
Wakad,apartment,rent,fully-furnished,1,972,1,29,6,4,7,1,29400
Kalyani Nagar,apartment,rent,semi-furnished,2,924,2,18,4,0,12,0,47200
Hinjewadi,plot,sale,unfurnished,0,1236,1,12,2,0,1,1,5944400
Pimpri,apartment,rent,unfurnished,5,1688,5,23,6,0,3,0,118500
Kharadi,apartment,rent,fully-furnished,1,479,1,8,4,0,10,1,17600
Chinchwad,apartment,sale,fully-furnished,4,1602,4,29,4,2,5,0,7888000
Kothrud,apartment,sale,unfurnished,3,1108,3,1,2,1,10,1,8816500
Wakad,apartment,sale,semi-furnished,3,1406,3,20,2,9,10,1,11476600
Kalyani Nagar,house,sale,semi-furnished,2,849,2,31,6,12,12,0,9880300
Kharadi,apartment,sale,unfurnished,4,1877,4,16,9,0,6,1,16322500
Viman Nagar,studio,sale,fully-furnished,1,592,1,4,7,0,6,1,7647300
Pisoli,apartment,sale,semi-furnished,2,1453,2,27,2,2,10,0,6020300
Kothrud,apartment,sale,semi-furnished,3,1381,3,18,5,1,3,1,14509800
Undri,apartment,sale,unfurnished,1,795,1,27,2,11,11,0,2613500
Kothrud,apartment,rent,unfurnished,1,773,1,13,6,12,12,1,24100
Hinjewadi,commercial,rent,semi-furnished,0,1425,1,12,4,0,1,1,32700
Hadapsar,apartment,sale,unfurnished,2,817,2,29,3,6,22,0,3057400
Kharadi,apartment,sale,unfurnished,3,1018,3,12,5,4,10,1,8611500
Wagholi,apartment,sale,unfurnished,2,1091,2,22,0,4,16,0,4440500
Kalyani Nagar,commercial,sale,semi-furnished,0,2582,1,25,6,0,1,0,21538300
Undri,apartment,sale,semi-furnished,4,1898,4,13,4,9,9,0,13582300
Pimpri,apartment,sale,unfurnished,1,785,1,11,6,7,9,0,4164000
Magarpatta,apartment,sale,fully-furnished,3,1437,3,17,8,0,2,0,16357400
Wakad,commercial,sale,semi-furnished,0,2089,1,18,4,0,1,1,20094900
Wakad,house,sale,fully-furnished,3,1412,3,5,3,11,14,1,16191300
Balewadi,apartment,sale,semi-furnished,2,1033,2,24,6,5,5,0,9354000
Baner,apartment,rent,semi-furnished,2,1168,2,16,3,2,3,1,56600
Kharadi,apartment,sale,fully-furnished,3,1300,3,30,4,5,7,1,10958900
Koregaon Park,apartment,rent,fully-furnished,3,1442,3,15,5,0,10,0,145000
Hadapsar,apartment,rent,semi-furnished,2,930,2,8,6,7,9,0,30000
Baner,apartment,sale,unfurnished,2,969,2,9,1,8,9,1,7380000
Pimple Saudagar,apartment,sale,fully-furnished,2,723,2,18,0,2,4,0,4666300
Magarpatta,apartment,sale,semi-furnished,2,1255,2,0,3,2,2,0,12754300
Pimple Saudagar,plot,rent,fully-furnished,0,2708,1,0,1,0,1,0,53000
Pashan,apartment,sale,unfurnished,2,972,2,12,5,13,13,0,8408600
Pisoli,apartment,sale,unfurnished,5,1986,5,12,5,12,13,0,13485100
Kothrud,house,rent,unfurnished,3,1127,3,17,7,0,5,1,70400
Shivajinagar,house,rent,semi-furnished,4,1310,4,4,9,7,12,1,147200
Balewadi,apartment,rent,unfurnished,2,998,2,20,5,2,3,0,47100
Wakad,plot,sale,fully-furnished,0,3921,1,4,3,0,1,1,28239300
Hinjewadi,studio,rent,semi-furnished,1,467,1,14,4,4,5,1,20000
Kharadi,studio,rent,semi-furnished,1,463,1,25,6,6,18,1,22700
Hinjewadi,studio,sale,semi-furnished,1,526,1,1,2,1,8,1,4240600
Undri,apartment,sale,semi-furnished,3,1399,3,27,5,0,5,0,7863500
